trip_id,rider_id,distance_km,duration_min,fare_amount,ride_date,surge_flag,fare_zscore,distance_km_zscore,hour_x,day_of_week_x,month_x,payment_mode_Cash,payment_mode_Credit Card,payment_mode_UPI,payment_mode_Wallet,zone_Zone_1,zone_Zone_10,zone_Zone_2,zone_Zone_3,zone_Zone_4,zone_Zone_5,zone_Zone_6,zone_Zone_7,zone_Zone_8,zone_Zone_9,fare_log,distance_km_log,duration_min_sqrt,fare_amount_standard,distance_km_standard,duration_min_standard,fare_amount_minmax,distance_km_minmax,duration_min_minmax,is_peak_hour,fare_per_km,surge_flag_new,zone_name,name,age,gender,city,signup_date,total_rides,cancelled_rides,avg_rating,hour_y,day_of_week_y,month_y,gender_encoded,ride_frequency,total_distance,avg_ride_distance,total_fare,avg_ride_fare,days_since_signup,ride_cancellation_rate,population_density,traffic_index,avg_speed_kmph,zone_type
T01156,R0234,7.44,68.85,171.29,2024-06-25,0,0.42911537900623564,-0.18145119764354922,0,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.149179103544315,2.132982308607866,8.297590011563598,0.44020128804835734,-0.18145119764354922,0.19366913471113284,0.44643426506536293,0.28715170278637775,0.34179609717244125,0,23.02284946236559,0,Zone_1,Saanvi Nair,32,Other,Pune,2022-12-01,183,31,3.98,0,3,12,2,Medium,63.46,0.34677595628415303,1138.75,6.222677595628415,1368,0.16939890710382513,4921,2.43,30.9,Residential
T01157,R0231,8.4,75.64,141.77,2024-07-17,0,0.08385466870287124,0.03428924690551736,0,2,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.961234943801129,2.2407096892759584,8.69712596206356,0.0896076676248819,0.03428924690551736,0.3824291198241645,0.3679987246253587,0.32430340557275544,0.3755973715651135,0,16.877380952380953,0,Zone_7,Ishaan Nair,19,Other,Mumbai,2019-08-26,328,22,4.81,0,0,8,2,High,59.290000000000006,0.18076219512195124,731.53,2.230274390243902,2561,0.06707317073170732,11070,0.64,45.2,Industrial
T01158,R0197,6.37,41.96,155.87,2023-10-07,1,0.24876578033151078,-0.4219119014638631,0,5,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.055417436868149,1.9974177062012453,6.477653896280659,0.2570660025832493,-0.4219119014638631,-0.5538648858616824,0.40546285471357213,0.24574303405572756,0.20793508562325766,0,24.46938775510204,1,Zone_8,Saanvi Das,29,Female,Bengaluru,2020-10-08,475,87,3.87,0,3,10,0,High,71.08,0.14964210526315788,973.0,2.048421052631579,2152,0.1831578947368421,4516,1.93,31.0,Business
T01159,R0212,0.47000000000000003,4.04,4.82,2023-06-10,0,-1.5178883623284902,-1.7478167169216683,0,5,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.7613002617433464,0.38526240079064494,2.009975124224178,-1.5368759474494744,-1.7478167169216683,-1.6080296333559612,0.004118397279200766,0.017414860681114554,0.01916567104739148,0,10.25531914893617,0,Zone_7,Aadhya Iyer,36,Female,Ahmedabad,2023-09-11,73,12,3.22,0,0,9,0,Low,58.58,0.8024657534246575,1128.49,15.458767123287672,1084,0.1643835616438356,11070,0.64,45.2,Industrial
T01160,R0094,6.68,65.51,134.89,2023-03-17,0,0.003387402886910653,-0.35224571624489376,0,4,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.911845734932406,2.038619547159581,8.093824806604106,0.007897501347323593,-0.35224571624489376,0.1008181258337362,0.3497183547667127,0.25773993808049533,0.3251692552767822,0,20.19311377245509,0,Zone_3,Diya Iyer,41,Other,Delhi,2023-04-13,480,62,4.87,0,3,4,2,High,47.72,0.09941666666666667,749.6,1.5616666666666668,1235,0.12916666666666668,12971,2.11,38.0,Business
T01161,R0021,9.16,49.15,114.53,2024-08-06,0,-0.23473956397543685,0.2050837655068617,0,1,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.749530236494927,2.318458442150336,7.010706098532443,-0.23390758374149617,0.2050837655068617,-0.35398501944596866,0.2956212137315336,0.3537151702786378,0.2437275985663082,0,12.503275109170305,0,Zone_3,Diya Ghosh,37,Female,Pune,2019-05-08,380,17,3.91,0,2,5,0,High,34.72,0.09136842105263157,678.44,1.7853684210526317,2671,0.04473684210526316,12971,2.11,38.0,Business
T01162,R0013,15.5,122.4,248.96,2024-02-05,0,1.337529991786125,1.6298696180496557,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.521300905060881,2.803360380906535,11.063453348751466,1.362647307638173,1.6298696180496557,1.6823432441077215,0.652805824210862,0.5990712074303406,0.6083731581043409,0,16.06193548387097,0,Zone_4,Ishaan Gupta,43,Female,Kolkata,2019-04-01,6,0,3.91,0,0,4,0,Low,80.51,13.418333333333335,1432.84,238.80666666666664,2708,0.0,4038,2.46,48.2,Business
T01163,R0052,10.46,55.26,108.33,2024-04-13,0,-0.30725366979795926,0.4972322841670562,0,5,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.694370831446394,2.4388627112865935,7.43370701601832,-0.3075417452125514,0.4972322841670562,-0.18412883254749707,0.2791476246147306,0.40402476780185764,0.27414376742333735,0,10.3565965583174,0,Zone_5,Reyansh Singh,23,Other,Hyderabad,2021-03-09,40,7,4.74,0,1,3,2,Low,30.590000000000003,0.76475,514.66,12.866499999999998,2000,0.175,2590,1.31,43.9,Business
T01164,R0126,7.05,66.14,86.28,2023-12-15,0,-0.5651465784087041,-0.26909575324160767,0,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.469121341524815,2.0856720914304723,8.132650244538985,-0.5694180775410621,-0.26909575324160767,0.11833193888546065,0.22056010202997128,0.27205882352941174,0.32830545599362804,0,12.238297872340427,0,Zone_9,Diya Reddy,29,Female,Surat,2022-09-25,411,20,3.65,0,6,9,0,High,35.7,0.08686131386861315,414.91999999999996,1.009537712895377,1435,0.04866180048661801,11037,1.83,56.1,Mixed
T01165,R0032,8.3,67.39,175.63,2023-12-15,0,0.47987525308200135,0.011816283931656334,0,4,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5.174057149167352,2.2300144001592104,8.209141246196218,0.49174520107809605,0.011816283931656334,0.15308156795634273,0.4579657774471251,0.3204334365325078,0.33452807646356036,0,21.16024096385542,0,Zone_3,Kavya Reddy,18,Female,Mumbai,2023-09-20,213,24,4.0,0,2,9,0,Medium,66.19,0.3107511737089202,1378.79,6.473192488262911,1075,0.11267605633802817,12971,2.11,38.0,Business
T01166,R0142,9.64,71.93,131.44,2023-07-01,0,-0.03696318825626699,0.3129539877813951,0,5,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.886129712679046,2.3646204839134985,8.481155581640984,-0.0330763465680215,0.3129539877813951,0.2792922207417866,0.34055159953236264,0.37229102167182665,0.3571286340103545,0,13.634854771784232,0,Zone_1,Meera Nair,33,Female,Kolkata,2021-03-04,78,5,3.48,0,3,3,0,Low,27.12,0.3476923076923077,419.5,5.378205128205129,2005,0.0641025641025641,4921,2.43,30.9,Residential
T01167,R0130,6.11,44.64,64.43,2024-01-06,0,-0.8207003223154966,-0.4803416051959019,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.180980868881647,1.9615022438151495,6.681317235396026,-0.8289191143382485,-0.4803416051959019,-0.47936168113371114,0.16250398554575407,0.23568111455108362,0.2212763839107925,0,10.545008183306056,0,Zone_9,Diya Ghosh,27,Female,Pune,2019-02-16,316,62,3.62,0,5,2,0,Medium,50.9,0.1610759493670886,896.33,2.836487341772152,2752,0.1962025316455696,11037,1.83,56.1,Mixed
T01168,R0063,11.41,106.3,220.99,2024-05-20,0,1.010397807938391,0.7107254324187365,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5.402632335812676,2.5185025992165158,10.310189135025603,1.0304622275824613,0.7107254324187365,1.23476802167476,0.5784886810500585,0.44078947368421056,0.5282258064516129,0,19.368098159509202,0,Zone_4,Diya Iyer,34,Male,Surat,2023-04-21,329,33,4.83,0,4,4,1,High,67.55,0.2053191489361702,1244.56,3.7828571428571425,1227,0.10030395136778116,4038,2.46,48.2,Business
T01169,R0241,16.13,160.35,197.92,2023-11-09,0,0.740575159337489,1.7714492847849803,0,3,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.292902733846538,2.8408313123360287,12.662938047704412,0.756471888044196,1.7714492847849803,2.7373419826997014,0.5171909873525348,0.6234520123839009,0.7972919155714855,0,12.270303781773094,0,Zone_5,Kavya Gupta,34,Female,Chennai,2020-01-13,165,3,3.28,0,0,1,0,Medium,45.72,0.2770909090909091,762.15,4.619090909090909,2421,0.01818181818181818,2590,1.31,43.9,Business
T01170,R0285,6.18,37.37,85.02,2023-03-17,0,-0.5798833160436039,-0.4646105311141993,0,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.45457982735559,1.9712993830601329,6.11310068623117,-0.5843824393884057,-0.4646105311141993,-0.6814655238099614,0.21721224359655647,0.23839009287925697,0.18508562325766625,0,13.757281553398059,0,Zone_2,Diya Iyer,29,Female,Chennai,2019-01-10,244,16,4.97,0,3,1,0,Medium,62.89,0.25774590163934424,1105.3799999999999,4.5302459016393435,2789,0.06557377049180328,6371,0.91,58.4,Residential
T01171,R0239,14.04,139.0,244.43,2023-02-23,0,1.2845479112416045,1.3017643586312833,0,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.503011774193717,2.7107133185216936,11.789826122551595,1.3088468638536763,1.3017643586312833,2.1438183181690356,0.6407694760335849,0.5425696594427245,0.6910095579450418,0,17.40954415954416,0,Zone_6,Diya Iyer,36,Male,Mumbai,2020-03-13,268,10,3.36,0,4,3,1,Medium,15.87,0.05921641791044776,264.33,0.9863059701492537,2361,0.03731343283582089,14627,0.54,37.6,Mixed
T01172,R0066,12.38,74.37,101.96,2024-04-14,0,-0.3817560656188412,0.9287131732651894,0,6,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.634340563287871,2.5937610547000824,8.623804264940155,-0.38319490788523236,0.9287131732651894,0.3471234966881484,0.2622223403124668,0.4783281733746131,0.36927518916766233,0,8.235864297253634,0,Zone_7,Arjun Patel,38,Female,Bengaluru,2022-06-03,167,28,4.72,0,4,6,0,Medium,42.47,0.25431137724550895,576.14,3.449940119760479,1549,0.16766467065868262,11070,0.64,45.2,Industrial
T01173,R0202,10.69,59.82,106.28,2023-01-04,0,-0.33123010801347064,0.5489200990069365,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.675442238973423,2.458733775483977,7.734339015067803,-0.33188852440862604,0.5489200990069365,-0.057362185696919164,0.27370071208417474,0.41292569659442724,0.29684388689765034,0,9.94200187090739,0,Zone_2,Aadhya Reddy,27,Male,Ahmedabad,2021-10-28,317,0,4.72,0,3,10,1,Medium,73.7,0.23249211356466878,909.14,2.86794952681388,1767,0.0,6371,0.91,58.4,Residential
T01174,R0182,8.56,69.75,149.43,2024-07-27,0,0.1734446768642456,0.07024598766369516,0,5,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5.013497859709733,2.25758772706331,8.351646544245034,0.18058148647460487,0.07024598766369516,0.21868886764216808,0.3883515782761186,0.33049535603715174,0.3462763839107925,0,17.45677570093458,0,Zone_1,Meera Patel,43,Male,Jaipur,2020-09-30,8,0,4.4,0,2,9,1,Low,49.53,6.19125,835.81,104.47625,2160,0.0,4921,2.43,30.9,Residential
T01175,R0122,9.69,65.12,237.59,2024-03-16,1,1.2045484783664346,0.3241904692683254,0,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5.474746597637154,2.3693087250369538,8.069696400732806,1.2276117566823832,0.3241904692683254,0.08997624156362098,0.6225953873950473,0.37422600619195046,0.3232277976901633,0,24.519091847265223,1,Zone_10,Ishaan Patel,27,Female,Kolkata,2022-11-22,324,17,4.98,0,1,11,0,Medium,16.52,0.05098765432098765,351.99,1.0863888888888888,1377,0.05246913580246913,2440,1.54,35.4,Industrial
T01176,R0250,6.91,41.03,166.82,2023-05-02,0,0.37683504787290095,-0.30055790140501315,0,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.122891976441923,2.0681277817795625,6.4054664154923175,0.3871134329232579,-0.30055790140501315,-0.5797186098904186,0.4345573387182485,0.26664086687306504,0.20330545599362804,0,24.141823444283645,0,Zone_3,Aadhya Iyer,34,Female,Jaipur,2021-02-01,163,31,4.63,0,0,2,0,Low,75.32,0.46208588957055213,1127.31,6.91601226993865,2036,0.1901840490797546,12971,2.11,38.0,Business
T01177,R0253,17.18,169.04,379.63,2023-06-17,0,3.2320194855171205,2.007415396010522,0,5,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.94182777466688,2.900322088749333,13.001538370516005,2.9145466430289444,2.007415396010522,2.9789214040004737,0.9999999999999999,0.6640866873065016,0.8405515730784547,0,22.09720605355064,0,Zone_6,Ishaan Gupta,26,Male,Surat,2021-08-19,173,24,3.16,0,3,8,1,Medium,49.82,0.28797687861271676,744.61,4.304104046242775,1837,0.13872832369942195,14627,0.54,37.6,Mixed
T01178,R0131,4.41,41.48,64.51,2023-05-07,0,-0.8197646564339157,-0.8623819757515407,0,6,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.182202802743785,1.6882490928583902,6.440496875241847,-0.8279689961257188,-0.8623819757515407,-0.5672087434249011,0.16271654798597088,0.16989164086687308,0.20554559936280364,0,14.6281179138322,0,Zone_5,Reyansh Ghosh,24,Male,Surat,2019-10-22,99,7,3.6,0,1,10,1,Low,26.97,0.2724242424242424,435.23,4.396262626262627,2504,0.0707070707070707,2590,1.31,43.9,Business
T01179,R0191,13.67,108.06,329.01,2023-05-07,0,2.2737806645430467,1.2186143956279976,0,6,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.7991229570317016,2.6858045921548905,10.395191195932858,2.3133593440507485,1.2186143956279976,1.2836954994065621,0.8655011159528111,0.528250773993808,0.5369872560732776,0,24.068032187271395,0,Zone_4,Meera Gupta,33,Other,Surat,2020-08-14,87,6,4.56,0,4,8,2,Low,83.17,0.9559770114942528,1326.52,15.24735632183908,2207,0.06896551724137931,4038,2.46,48.2,Business
T01180,R0044,15.75,82.66,363.04,2023-01-04,0,2.6717895389205366,1.6860520254843085,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5.897263751709155,2.8183982582710754,9.091754506144564,2.717515878705589,1.6860520254843085,0.5775830366862381,0.9559198639600384,0.6087461300309598,0.4105436081242533,0,23.05015873015873,0,Zone_3,Arjun Gupta,36,Female,Hyderabad,2020-08-01,271,5,3.21,0,5,8,0,Medium,102.26,0.37734317343173435,1660.52,6.127380073800738,2220,0.01845018450184502,12971,2.11,38.0,Business
T01181,R0252,6.38,61.03,138.42,2023-03-03,0,0.044673659911669376,-0.4196646051664771,0,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.937490960058253,1.998773638612381,7.812169993030106,0.049821467475198576,-0.4196646051664771,-0.023724544756305286,0.3590976724412796,0.24613003095975233,0.30286738351254483,0,21.69592476489028,0,Zone_6,Reyansh Gupta,38,Other,Ahmedabad,2020-09-23,392,47,4.83,0,2,9,2,High,100.41,0.25614795918367345,1682.05,4.290943877551021,2167,0.11989795918367346,14627,0.54,37.6,Mixed
T01182,R0072,13.83,122.5,281.82,2023-03-03,0,1.7218547526454935,1.2545711363861753,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.64481065287963,2.696652156149841,11.067971810589327,1.7529083634347655,1.2545711363861753,1.6851232144333919,0.7401158465299181,0.5344427244582044,0.6088709677419355,0,20.377440347071584,0,Zone_8,Saanvi Das,25,Other,Jaipur,2023-11-05,62,10,4.07,0,6,11,2,Low,48.64,0.7845161290322581,732.14,11.808709677419355,1029,0.16129032258064516,4516,1.93,31.0,Business
T01183,R0115,8.72,69.04,110.42,2023-08-07,0,-0.28280939864165733,0.10620272842187295,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.71330684459267,2.2741856184723477,8.309031231136396,-0.28271990691021176,0.10620272842187295,0.19895107832990724,0.28470081836539485,0.33668730650154804,0.342741935483871,0,12.662844036697248,0,Zone_7,Aarav Ghosh,40,Female,Bengaluru,2020-03-01,170,15,4.4,0,6,3,0,Medium,83.48,0.49105882352941177,1425.97,8.388058823529413,2373,0.08823529411764706,11070,0.64,45.2,Industrial
T01184,R0230,8.31,54.59,85.45,2023-01-02,0,-0.5748541119301063,0.014063580229042397,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.4595662121293,2.231089091288976,7.38850458482635,-0.5792755539960582,0.014063580229042397,-0.2027546337294897,0.21835476671272186,0.32082043343653255,0.2708084428514536,0,10.282791817087846,0,Zone_10,Kavya Gupta,32,Male,Chennai,2022-11-22,183,23,3.65,0,1,11,1,Medium,58.66,0.32054644808743166,908.22,4.962950819672131,1377,0.12568306010928962,2440,1.54,35.4,Industrial
T01185,R0177,7.63,69.09,99.76,2023-10-17,0,-0.4074868773623167,-0.13875256799321325,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.61274145148441,2.1552445050953364,8.312039460926542,-0.4093231587298002,-0.13875256799321325,0.20034106349274244,0.25637687320650443,0.2945046439628483,0.3429908403026683,0,13.07470511140236,0,Zone_9,Ishaan Reddy,34,Other,Bengaluru,2023-02-15,489,63,4.48,0,2,2,2,High,115.74,0.23668711656441715,1866.76,3.8175051124744375,1292,0.12883435582822086,11037,1.83,56.1,Mixed
T01186,R0191,0.07,0.37,3.27,2023-10-27,1,-1.5560167470029131,-1.8377085688171126,0,4,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.451613827240533,0.06765864847381481,0.6082762530298219,-1.555284487817238,-1.8377085688171126,-1.710054544308071,0.0,0.0019349845201238395,0.000896057347670251,0,46.71428571428571,1,Zone_5,Meera Gupta,33,Other,Surat,2020-08-14,87,6,4.56,0,4,8,2,Low,83.17,0.9559770114942528,1326.52,15.24735632183908,2207,0.06896551724137931,2590,1.31,43.9,Business
T01187,R0200,10.74,71.5,180.04,2024-02-22,0,0.5314538348041503,0.5601565804938672,0,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5.198718001325282,2.4630018143999504,8.455767262643882,0.5441204675437982,0.5601565804938672,0.267338348341403,0.46968328196407694,0.4148606811145511,0.35498805256869775,0,16.763500931098694,0,Zone_1,Kavya Kumar,30,Other,Bengaluru,2021-11-15,443,87,3.6,0,0,11,2,High,39.97,0.09022573363431151,489.45000000000005,1.1048532731376977,1749,0.1963882618510158,4921,2.43,30.9,Residential
T01188,R0073,15.22,114.91,136.56,2023-12-30,0,0.022919428164912832,1.5669453217228448,0,5,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.924060185564065,2.7862450486872667,10.719608201795436,0.027731219033882197,1.5669453217228448,1.4741234667149958,0.3541555957062387,0.5882352941176471,0.5710872162485066,0,8.972404730617608,0,Zone_9,Meera Das,41,Other,Ahmedabad,2021-06-19,490,30,3.01,0,5,6,2,High,78.61,0.16042857142857142,1275.7,2.6034693877551023,1898,0.061224489795918366,11037,1.83,56.1,Mixed
T01189,R0224,4.48,38.75,48.76,2023-04-02,0,-1.0039738768701623,-0.8466509016698379,0,6,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3.907211448430924,1.7011051009599243,6.224949798994366,-1.0150235192175123,-0.8466509016698379,-0.6431019333157075,0.12086831756828569,0.17260061919504646,0.1919553962564715,0,10.88392857142857,0,Zone_10,Ishaan Sharma,29,Female,Ahmedabad,2020-08-04,200,1,4.31,0,1,8,0,Medium,41.71,0.20855,514.14,2.5707,2217,0.005,2440,1.54,35.4,Industrial
T01190,R0244,12.24,85.58,237.42,2023-07-16,0,1.202560188368075,0.8972510251017838,0,6,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.474033824289855,2.5832425505088623,9.250945897582582,1.2255927554807573,0.8972510251017838,0.6587581701958187,0.6221436922095865,0.4729102167182663,0.42507964954201516,0,19.39705882352941,0,Zone_8,Aadhya Iyer,24,Female,Kolkata,2019-04-22,27,1,3.13,0,0,4,0,Low,35.31,1.307777777777778,648.21,24.00777777777778,2687,0.037037037037037035,4516,1.93,31.0,Business
T01191,R0084,7.57,43.46,141.47,2024-08-04,0,0.08034592164694261,-0.1522363457775298,0,6,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.9591314512291405,2.1482677326096886,6.592419889539804,0.08604472432789521,-0.1522363457775298,-0.5121653309766239,0.36720161547454566,0.29218266253869973,0.2154022301871764,0,18.688243064729193,0,Zone_6,Kavya Sharma,38,Male,Jaipur,2019-07-21,366,6,4.67,0,6,7,1,High,74.9,0.20464480874316943,1435.8400000000001,3.923060109289618,2597,0.01639344262295082,14627,0.54,37.6,Mixed
T01192,R0108,2.54,20.77,23.83,2023-03-02,0,-1.2955507572178206,-1.2826263833627434,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.2120525995200753,1.264126727145683,4.557411546042337,-1.311104107197094,-1.2826263833627434,-1.1429405978712752,0.054628547135721114,0.0975232198142415,0.10244922341696536,0,9.381889763779526,0,Zone_1,Reyansh Gupta,18,Male,Pune,2019-05-31,184,32,4.88,0,4,5,1,Medium,43.6,0.23695652173913045,874.89,4.754836956521739,2648,0.17391304347826086,4921,2.43,30.9,Residential
T01193,R0163,12.99,115.6,206.05,2023-11-02,0,0.8356622045531517,1.065798247405742,0,3,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.332960309991576,2.63834278867739,10.75174404457249,0.8530276513925316,1.065798247405742,1.4933052619621228,0.5387926453395685,0.5019349845201239,0.5745221027479092,0,15.862201693610471,0,Zone_4,Kavya Gupta,33,Other,Ahmedabad,2020-02-20,302,21,3.56,0,3,2,2,Medium,18.79,0.06221854304635761,324.68,1.0750993377483444,2383,0.0695364238410596,4038,2.46,48.2,Business
T01194,R0189,16.43,110.61,370.62,2023-01-22,0,2.76044388120033,1.838868173706564,0,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5.917871826804609,2.8581928595319295,10.517128885774863,2.807539579342782,1.838868173706564,1.3545847427111615,0.9760601551705813,0.635061919504644,0.5496814018319395,0,22.557516737674984,0,Zone_10,Reyansh Gupta,29,Female,Delhi,2019-09-16,238,42,3.28,0,0,9,0,Medium,72.03,0.30264705882352944,1480.7,6.2214285714285715,2540,0.17647058823529413,2440,1.54,35.4,Industrial
T01195,R0221,4.03,31.97,76.46,2024-02-28,0,-0.6799995653727638,-0.947779235052213,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.349761674086606,1.6154199841116479,5.654201977290871,-0.6860450881290884,-0.947779235052213,-0.831583921396172,0.1944680624933574,0.1551857585139319,0.15820390282755872,0,18.972704714640194,0,Zone_9,Diya Patel,21,Female,Delhi,2021-01-13,106,1,4.41,0,2,1,0,Low,58.73,0.5540566037735849,913.29,8.615943396226415,2055,0.009433962264150943,11037,1.83,56.1,Mixed
T01196,R0290,9.08,79.35,184.31,2023-06-10,0,0.5813950012335327,0.1871053951277728,0,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5.222030098375917,2.3105532626432224,8.907861696277058,0.5948330271375734,0.1871053951277728,0.48556601890654233,0.48102880221064936,0.3506191950464396,0.39406610911987255,0,20.298458149779737,0,Zone_10,Saanvi Kumar,34,Other,Chennai,2020-05-06,169,4,4.28,0,2,5,2,Medium,68.22,0.40366863905325445,1077.67,6.376745562130178,2307,0.023668639053254437,2440,1.54,35.4,Industrial
T01197,R0252,0.8,5.53,18.9,2024-04-16,0,-1.3532111671702456,-1.6736559391079266,0,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.990719731730447,0.5877866649021191,2.3515952032609695,-1.3696551420442393,-1.6736559391079266,-1.5666080755034697,0.041529386757359975,0.030185758513931894,0.02658303464755078,0,23.624999999999996,0,Zone_6,Reyansh Gupta,38,Other,Ahmedabad,2020-09-23,392,47,4.83,0,2,9,2,High,100.41,0.25614795918367345,1682.05,4.290943877551021,2167,0.11989795918367346,14627,0.54,37.6,Mixed
T01198,R0208,7.79,60.7,119.71,2023-04-08,0,-0.17415519814307145,-0.10279582723503546,0,5,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.793390974713035,2.1736147116970854,7.791020472312982,-0.1723874294801953,-0.10279582723503546,-0.032898446831018106,0.3093846317355723,0.3006965944272446,0.3012246117084827,0,15.367137355584081,0,Zone_3,Aadhya Iyer,24,Other,Chennai,2020-01-08,356,53,4.75,0,2,1,2,High,49.42,0.13882022471910113,602.13,1.691376404494382,2426,0.14887640449438203,12971,2.11,38.0,Business
T01199,R0083,10.43,100.41,159.66,2024-05-24,0,0.2930929514714074,0.49049039527489763,0,4,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5.079290330745667,2.4362414778067194,10.020479030465559,0.3020778529018458,0.49049039527489763,1.0710277694927637,0.41553300031884366,0.40286377708978327,0.4989048187972919,0,15.307766059443912,0,Zone_3,Kavya Patel,45,Female,Mumbai,2021-12-31,475,39,4.4,0,4,12,0,High,92.62,0.19498947368421055,1415.3300000000002,2.9796421052631583,1703,0.08210526315789474,12971,2.11,38.0,Business
T01200,R0064,16.76,125.35,354.36,2024-03-29,0,2.5702697907690055,1.913028951520306,0,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.873131360146117,2.876948737564024,11.195981421920992,2.6144280526461112,1.913028951520306,1.764352368715003,0.932856839196514,0.6478328173374615,0.6230585424133811,0,21.143198090692124,0,Zone_1,Ishaan Nair,21,Female,Bengaluru,2023-09-30,214,2,4.21,0,5,9,0,Medium,56.56,0.26429906542056075,1092.19,5.103691588785047,1065,0.009345794392523364,4921,2.43,30.9,Residential
T01201,R0187,15.79,83.24,239.29,2024-06-26,0,1.2244313783500294,1.6950412106738526,0,2,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.481846527228154,2.8207834710894493,9.123595782365635,1.24780176869864,1.6950412106738526,0.5937068645751273,0.6271123392496546,0.6102941176470589,0.41343090402230187,0,15.154528182393921,0,Zone_4,Saanvi Reddy,27,Other,Surat,2022-08-05,357,38,4.71,0,4,8,2,High,75.58,0.21170868347338936,1363.34,3.818879551820728,1486,0.10644257703081232,4038,2.46,48.2,Business
T01202,R0203,16.21,127.57,294.23,2023-07-27,0,1.866999922525736,1.7894276551640698,0,3,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.687754713579004,2.845490610223448,11.294689017409908,1.9002954511534422,1.7894276551640698,1.8260677099448896,0.7730895950685515,0.6265479876160991,0.6341099163679809,0,18.15114127082048,0,Zone_7,Kavya Gupta,49,Female,Bengaluru,2023-07-25,152,9,3.6,0,1,7,0,Low,38.78,0.25513157894736843,698.6500000000001,4.596381578947369,1132,0.05921052631578947,11070,0.64,45.2,Industrial
T01203,R0008,5.36,39.28,112.46,2023-11-18,0,-0.2589499186613436,-0.6488888274998602,0,5,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.731450351898421,1.8500283773520307,6.267375846396959,-0.2584918924907034,-0.6488888274998602,-0.6283680905896535,0.2901211605909236,0.20665634674922603,0.1945937873357228,0,20.98134328358209,0,Zone_5,Ishaan Ghosh,28,Female,Jaipur,2022-10-01,215,23,4.02,0,5,10,0,Medium,48.25,0.22441860465116278,893.27,4.1547441860465115,1429,0.10697674418604651,2590,1.31,43.9,Business
